word,examples,word_audio,word_search,word_translation,example_translation
"springen, springt, sprang, ist gesprungen","['Wir waren im Schwimmbad. Mein Sohn ist immer wieder ins Wasser gesprungen.', 'Wie weit bist du heute gesprungen? – 3,40 m.']",springen,springen,['скок'],"['Отидохме на басейна. Синът ми продължаваше да скача във водата.', 'Колко далеч скочихте днес? - 3,40 m.']"
"die Spritze, -n",['Ich habe heute vom Arzt eine Spritze gegen die Schmerzen bekommen.'],die Spritze,Spritze,['Спринцовка'],['Днес лекарят ми направи инжекция за болката.']
"spülen, spült, spülte, hat gespült","['Hast du das Geschirr gespült?', 'Spülen Sie bitte jetzt den Mund aus.']",spülen,spülen,['Флаш'],"['Измихте ли съдовете?', 'Моля, изплакнете си устата сега.']"
"die Spur, -en","['Fahren Sie bitte auf der linken Spur, wenn Sie schneller fahren.']",die Spur,Spur,['Проследяване'],"['Моля, карайте в лявата лента, ако пътувате по-бързо.']"
"spüren, spürt, spürte, hat gespürt",['Wo tut es weh? Spüren Sie das hier?'],spüren,spüren,['усещане'],['Къде ви боли? Можеш ли да я усетиш тук?']
"das Stadion, Stadien",['Ich möchte am Samstag ins Stadion gehen. Da spielt meine Mannschaft.'],das Stadion,Stadion,['Стадион'],['Искам да отида на стадиона в събота. Моят отбор ще играе там.']
"die Stadt, ¨-e","['Heidelberg ist eine alte Stadt.', 'Ich wohne lieber auf dem Land als in der Stadt.', 'Gehst du mit mir in die Stadt?']",die Stadt,Stadt,['Град'],"['Хайделберг е стар град.', 'Предпочитам да живея в провинцията, отколкото в града.', 'Ще отидеш ли с мен в града?']"
städtisch,['Ich gehe gern in die städtische Bibliothek.'],städtisch,städtisch,['градски'],['Обичам да ходя в общинската библиотека.']
"der Stadtplan, ¨-e",['Haben Sie einen Stadtplan?'],der Stadtplan,Stadtplan,['Карта на града'],['Имате ли карта на града?']
"stammen, stammt, stammte, hat gestammt",['Ich stamme aus einer kleinen Stadt an der Donau.'],stammen,stammen,['идват от'],['Аз идвам от малък град на брега на Дунав.']
ständig,['Ich habe schon ein paar Mal bei meiner Freundin angerufen. Es ist ständig besetzt.'],ständig,ständig,['постоянно'],['Вече се обадих на приятелката си няколко пъти. Винаги е заето.']
"der Standpunkt, -e",['Von seinem Standpunkt aus hat er recht.'],der Standpunkt,Standpunkt,['гледна точка'],['От негова гледна точка той е прав.']
"der Star, -s",['Diese Sängerin ist ein großer Star in Deutschland.'],der Star,Star,['Star'],['Тази певица е голяма звезда в Германия.']
stark,"['Der Kaffee ist sehr stark.', 'Am späten Nachmittag ist der Verkehr besonders stark.', 'Ich habe starke Kopfschmerzen.', 'Können Sie mir kein stärkeres Mittel verschreiben?', 'Es hat stark geregnet.']",stark,stark,['силен'],"['Кафето е много силно.', 'Трафикът е особено интензивен в късния следобед.', 'Имам силно главоболие.', 'Не можете ли да ми предпишете по-силно лекарство?', 'Валеше силен дъжд.']"
"starten, startet, startete, ist gestartet",['Das Flugzeug ist pünktlich gestartet.'],starten,starten,['начало'],['Самолетът излетя навреме.']
"der Start, -s",['Bleiben Sie bitte während des Starts sitzen.'],der Start,Start,['Начало'],"['Моля, останете седнали по време на излитането.']"
"die Station, -en","['Sie müssen an der nächsten Station aussteigen.', 'Meine Nachbarin liegt auf Station III.']",die Station,Station,['Станция'],"['Трябва да слезете на следващата гара.', 'Съседът ми е в III отделение.']"
"die Statistik, -en","['Die Statistik zeigt, dass jeder zweite ein Fahrrad besitzt.']",die Statistik,Statistik,['Статистика'],"['Статистиката показва, че всеки втори човек притежава велосипед.']"
statistisch,['Die statistischen Ergebnisse zeigen eine gute Entwicklung.'],statistisch,statistisch,['Статистически'],['Статистическите резултати показват положително развитие.']
statt,['Kann ich diese Woche statt Donnerstag am Freitag kommen?'],statt,statt,['вместо'],['Мога ли да дойда в петък вместо в четвъртък тази седмица?']
"stattfinden, findet statt, fand statt, hat stattgefunden",['Das Spiel findet auch bei Regen statt.'],stattfinden,stattfinden,['да се осъществи'],['Играта ще се проведе и под дъжд.']
"der Stau, -s","['Auf der A3 gibt es wegen eines Unfalls 5 km Stau.', 'Wir standen eine Stunde im Stau.']",der Stau,Stau,['Задръстване по пътищата'],"['На магистрала А3 има 5-километрово задръстване поради произшествие.', 'Бяхме блокирани в задръстване в продължение на един час.']"
"der Staub, -e",['Ich habe überall Staub gewischt.'],der Staub,Staub,['Прах'],['Почистих праха навсякъде.']
"staubsaugen, staubsaugt, staubsaugte, hat gestaubsaugt",['Ich muss heute in meiner Wohnung noch staubsaugen.'],staubsaugen,staubsaugen,['Почистване с прахосмукачка'],['Днес трябва да изчистя апартамента си с прахосмукачка.']
"stechen, sticht, stach, hat gestochen",['Stefan wird beim Zelten immer von den Mücken gestochen.'],stechen,stechen,['убождане'],"['Стефан винаги бива ухапан от комари, когато е на къмпинг.']"
"stecken, steckt, steckte, hat gesteckt","['Wo ist denn mein Pass? Ich hatte ihn doch in die Handtasche gesteckt.', 'Du kannst reingehen. Der Schlüssel steckt.', 'Die Zeitung steckt im Briefkasten.']",stecken,stecken,['заклещен'],"['Къде е паспортът ми? Сложих го в чантата си.', 'Можете да влезете. Ключът е в джоба ми.', 'Вестникът е в пощенската кутия.']"
"die Steckdose, -n",['Es gibt drei Steckdosen in diesem Zimmer.'],die Steckdose,Steckdose,['Изход за контакт'],['В тази стая има три гнезда.']
"der Stecker, -",['Der Stecker passt nicht in diese Steckdose.'],der Stecker,Stecker,['Щепсел'],['Щепселът не пасва в този контакт.']
"stehen, steht, stand, hat/ist gestanden","['In meinem Beruf muss ich viel stehen.', 'Als wir kamen, stand das Essen schon auf dem Tisch.', 'Der Bus steht schon an der Haltestelle.', 'Was steht heute in der Zeitung?', 'Nach 20 Minuten stand das Spiel 1:', '6. Die neue Bluse steht dir gut.']",stehen,stehen,['щанд'],"['В работата ми се налага да стоя много.', 'Когато пристигнахме, храната вече беше на масата.', 'Автобусът вече е на спирката.', 'Какво има във вестника днес?', 'След 20 минути мачът завърши 1:', '6. новата блуза ти отива.']"
stehen bleiben,"['Bitte bleiben Sie stehen.', 'Meine Uhr ist stehen geblieben.']",stehen bleiben,stehen bleiben,['спрете'],"['Моля, останете на място.', 'Часовникът ми е спрял.']"
"stehlen, stiehlt, stahl, hat gestohlen",['Gestern hat mir jemand im Zug meine Uhr gestohlen.'],stehlen,stehlen,['кражба'],['Вчера някой ми открадна часовника във влака.']
"steigen, steigt, stieg, ist gestiegen","['Die Preise für Milch und Gemüse sind schon wieder gestiegen.', 'Gegen Abend ist das Fieber wieder gestiegen.']",steigen,steigen,['издигане'],"['Цените на млякото и зеленчуците отново се повишиха.', 'Към вечерта температурата отново се повиши.']"
steil,['Die Straße zu unserem Haus ist sehr steil.'],steil,steil,['стръмен'],['Пътят до нашата къща е много стръмен.']
"der Stein, -e",['Die Kinder werfen Steine ins Wasser.'],der Stein,Stein,['Камък'],['Децата хвърлят камъни във водата.']
"die Stelle, -n","['Wir treffen uns hier an dieser Stelle.', 'Ich habe eine neue Stelle.', 'Diese Stelle in seinem Brief ist mir nicht ganz klar.', 'An Ihrer Stelle würde ich den Vertrag nicht unterschreiben.']",die Stelle,Stelle,['позиция'],"['Срещаме се тук, на това място.', 'Имам нова работа.', 'Тази част от писмото му не ми е съвсем ясна.', 'На твое място не бих подписал договора.']"
"stellen, stellt, stellte, hat gestellt","['Stell das Bier in den Kühlschrank!', 'Ich hole noch Milch. Stell dich bitte schon mal in die Schlange an der Kasse.', 'Wo kann ich mein Auto hinstellen?', 'Würden Sie das Radio bitte etwas leiser stellen.', 'Haben Sie einen Moment Zeit? Wir möchten Ihnen ein paar Fragen stellen.', 'Ich habe den Wecker auf 5 Uhr gestellt.']",stellen,stellen,['място'],"['Сложете бирата в хладилника!', 'Ще донеса малко мляко. Моля, присъединете се към опашката на касата.', 'Къде мога да паркирам колата си?', 'Бихте ли намалили малко звука на радиото, моля?', 'Имате ли минутка? Бихме искали да ви зададем няколко въпроса.', 'Настроих алармата за 5 часа.']"
